environment_status,date_time_ny,order_commission,order_strategy,order_expiration,order_symbol,order_wing_width,order_put_short_strike,order_put_long_strike,order_put_short_delta,order_put_long_delta,order_put_net_credit,order_call_short_strike,order_call_long_strike,order_call_short_delta,order_call_long_delta,order_call_net_credit,order_net_credit,order_max_loss,order_max_profit,order_take_profit_pct,order_profit_target_dollars,order_target_exit_price,economic_events_report,portfolio_balance,volatility_risk_decision,volatility_risk_risk_score,volatility_risk_risk_threshold,volatility_risk_overall_structure,volatility_risk_component_scores_vix_deviation,volatility_risk_component_scores_vx_ratio,volatility_risk_component_scores_vix_level,volatility_risk_component_scores_term_structure,gamma_gex_risk_total_gex_billions,gamma_gex_risk_spot_price_gex,gamma_gex_risk_zero_gamma_level,gamma_gex_risk_strategy,gamma_gex_risk_threshold_billions,gamma_gex_risk_decision,gamma_gex_risk_reason,market_breadth_risk_a/d_ratio_>_1.15,market_breadth_risk_>_55%_above_50ma,market_breadth_risk_>_65%_above_200ma,market_breadth_risk_mcclellan_>_-30,market_breadth_risk_decision,market_breadth_risk_ad_ratio,market_breadth_risk_pct_above_50ma,market_breadth_risk_pct_above_200ma,market_breadth_risk_mcclellan,market_bias_bias,market_bias_details_trend,market_bias_details_momentum,expected_move_symbol,expected_move_spot_open_price,expected_move_round_spot_open_price,expected_move_exp_price_move,expected_move_round_exp_price_move,expected_move_upper_price,expected_move_lower_price
LIVE,2026-03-10 09:29:00,"13,12",Iron Condor,20260310,SPX,20,"6730,0","6710,0","-0,193","-0,133","2,1","6835,0","6855,0","0,197","0,1","3,6","5,7","14,3","5,7","20,0","1,14","4,6","Upcoming Economic Events:
[15:00] Existing Home Sales
","250905,74",NO TRADE,57,50,"Term Struct: 🟢 FLAT
VIX1D/VIX: ⚠️ ELEVATED INTRADAY RISK
VIX Level: ⚠️ ELEVATED",19,20,14,4,"175,4122227676252","6795,99","6796,99",conservative,3,TRADE,"GEX (175,41B) > threshold (3B)",True,False,False,True,NO TRADE,"3,75","31,57894736842105","63,1578947368421","-0,10632883951757721",bearish,bearish,bearish,SPX,"6707,12",6705,"111,76",115,6820,6590
